Ref No	Prapāthaka-Ard	Text	R̥ṣi	Chandas	Dēvata	padapāṭha--rik	Notes
2.2.9.199.2	3.1	इ꣥न्द्रइषे꣯ददा꣯तुनाऽ६ए꣥॥ ऋ꣢भुक्ष꣡णमृ꣢। भूऽ᳒२᳒१२३म्। रयी꣢ऽ३४३म्॥ वा꣡ऽ२३जी꣢॥ ददाऽ᳒२᳒ओ꣡ऽ२३। तु꣤वोवा꣥। जा꣤ऽ५इनोऽ६"हा꣥इ॥	सुमित्रो	गायत्री	इन्द्रः		
2.2.9.200.0	3.1	इ꣡न्द्रो꣢ अ꣣ङ्ग꣢ म꣣ह꣢द्भ꣣य꣢म꣣भी꣡ षदप꣢꣯ चुच्यवत्। स꣢꣫ हि स्थि꣢रो꣡ विच꣢꣯र्षणिः ॥	गृत्समदः शौनकः	गायत्री	इन्द्रः	इ꣡न्द्रः꣢꣯। अ꣣ङ्ग꣢। म꣣ह꣢त्। भ꣣य꣢म्। अ꣣भि꣢। सत्। अ꣡प꣢꣯। चु꣣च्यवत्। सः꣢। हि। स्थि꣣रः꣢। वि꣡च꣢꣯र्षणिः। वि। च꣣र्षणिः। २००।	
2.2.9.200.1	3.1	इ꣥न्द्रो꣯अङ्गा॥ म꣢ह꣡द्भाऽ२३या꣢म्। आ꣡भी꣯ष꣢द। पचु꣡च्याऽ२३वा꣢ऽ३४त्। स꣣हा꣢ऽ३४इस्थि꣣रा꣢ऽ३ः। वि꣤चोवा꣥। षा꣤ऽ५णोऽ६"हा꣥इ॥	इन्द्रो	गायत्री	इन्द्रः		इन्द्रस्याभयङ्करम्॥
2.2.9.201.0	3.1	इ꣣मा꣡ उ꣢ त्वा सु꣣ते꣡सु꣢ते꣣ न꣡क्ष꣢न्ते गिर्वणो꣣ गि꣡रः꣢। गा꣡वो꣢ व꣣त्सं꣢꣫ न धे꣣न꣡वः꣢ ॥	भरद्वाजो बार्हस्पत्यः	गायत्री	इन्द्रः	इ꣣माः꣢। उ꣣। त्वा। सुते꣡सु꣢ते। सु꣣ते꣢। सु꣣ते। न꣡क्ष꣢꣯न्ते। गि꣣र्वणः। गिः। वनः। गि꣡रः꣢꣯। गा꣡वः꣢꣯। व꣣त्स꣢म्। न। धे꣣न꣡वः꣢। २०१।	
2.2.9.201.1	3.1	इ꣥मा꣯उत्वा॥ सु꣢ताइसु꣡ताइ। नक्षन्ताऽ२३इगी꣢ऽ३४ः। वनः꣥। गा꣢ऽ३इराः꣢॥ गा꣡꣯वोवा꣢ऽ३त्सा꣢ऽ३म्॥ न꣢धो꣡ऽ२३४वा꣥। ना꣤ऽ५वोऽ६"हा꣥इ॥	त्वष्टा	गायत्री	इन्द्रः		त्वाष्ट्रीसाम॥
2.2.9.202.0	3.1	इ꣢न्द्रा꣣ नु꣢ पू꣣ष꣡णा꣢ व꣣य꣢ꣳ स꣣ख्या꣡य꣢ स्व꣣स्त꣡ये꣢। हु꣣वे꣢म꣣ वा꣡ज꣢सातये ॥	भरद्वाजो बार्हस्पत्यः	गायत्री	इन्द्रः	इ꣡न्द्रा꣢꣯। नु। पू꣣ष꣡णा꣢। व꣣य꣢म्। स꣣ख्या꣡य꣢। स꣣। ख्या꣡य꣢꣯। स्व꣣स्त꣡ये꣢। सु꣣। अस्त꣡ये꣢। हु꣣वे꣡म꣢। वा꣡ज꣢꣯सातये। वा꣡ज꣢꣯। सा꣣तये। २०२।	
2.2.9.202.1	3.1	इ꣥न्द्रा꣯नुपू॥ ष꣢णा꣡꣯वाऽ२३या꣢म्। सा꣡ख्या꣯य꣢। सुव꣡स्ताऽ२३या꣢इ॥ हू꣡वेऽ᳒२᳒मा꣡वाऽ२३। ज꣢सो꣡ऽ२३४वा꣥॥ ता꣤ऽ५योऽ६"हा꣥इ॥	पूषा	गायत्री	इन्द्रः		पौषम्॥ इन्द्रापूषणौ वा
2.2.9.203.0	3.1	न꣡ कि꣢ इन्द्र꣣ त्व꣡दुत्त꣢꣯रं꣣ न꣡ ज्यायो꣢꣯ अस्ति वृत्रहन्। न꣢ क्ये꣣वं꣢꣫ यथा꣣ त्व꣢म् ॥	वामदेवो गौतमः	गायत्री	इन्द्रः	न꣢। कि꣣। इन्द्र। त्व꣢त्। उ꣡त्त꣢꣯रम्। न। ज्या꣡यः꣢꣯। अ꣣स्ति। वृत्रहन्। वृत्र। हन्। न꣢। कि꣣। एव꣢म्। य꣡था꣢꣯। त्वम्। २०३।	
2.2.9.203.1	3.1	न꣤। क्येनाकी꣥॥ आ꣡इन्द्रत्वदुत्तराम्। न꣢ज्या꣡꣯यो꣰꣯ऽ२। अ꣡स्ताऽ२३इवॄ꣢। हि꣭म्ऽ३(स्थि)हि꣢म्। त्रा꣣ऽ२३४हा꣥न्॥ न꣡क्ये꣢꣯। वं꣡याऽ२३था꣢॥ हि꣭म्ऽ३(स्थि)हि꣢म्ऽ३४३। तू꣢᳐ऽ३४५वोऽ६"हा꣥इ॥	इन्द्राणी	गायत्री	इन्द्रः		इन्द्राण्यास्साम॥
2.2.10.204.0	3.1	त꣣र꣡णिं꣢ वो꣣ ज꣡ना꣢नां त्र꣣दं꣡ वाज꣢꣯स्य꣣ गो꣡म꣢तः। स꣣मान꣢मु꣣ प्र꣡ श꣢ꣳसिषम् ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	त꣣र꣡णि꣢म्। वः꣣। ज꣡ना꣢꣯नाम्। त्र꣣द꣢म्। वा꣡ज꣢꣯स्य। गो꣡म꣢꣯तः। स꣣मा꣢नम्। स꣣म्। आन꣢म्। उ꣣। प्र꣢। शँ꣣सिषम्। २०४।	
2.2.10.204.1	3.1	त꣥रणिंवाः॥ ज꣡नाऽ२३ना꣢म्। त्रदं꣡वा꣯जा꣢ऽ३हा꣢ऽ३। स्या꣡गो꣢᳐मा꣣ऽ२३४ताः꣥॥ स꣢मा꣡꣯नाऽ२३मू꣢॥ प्र꣤शाऽ५ꣳसिषाम्। हो꣤ऽ५इ॥ डा॥	श्यावाश्वो	गायत्री	इन्द्रः		श्यावाश्वं तारणं वा॥
2.2.10.205.0	3.1	अ꣡सृ꣢ग्रमिन्द्र ते꣣ गि꣢रः꣣ प्र꣢ति꣣ त्वा꣡मु꣢꣯दहासत। स꣣जो꣡षा꣢ वृष꣣भं꣡ पति꣢꣯म् ॥	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	अ꣡सृ꣢꣯ग्रम्। इ꣣न्द्र। ते। गि꣡रः꣢꣯। प्र꣡ति꣢꣯। त्वाम्। उत्। अ꣣हासत। सजो꣡षाः꣢। स꣣। जो꣡षाः꣢꣯। वृ꣣षभ꣢म्। प꣡ति꣢꣯म्। २०५।	
2.2.10.205.1	3.1	अ꣥सृग्रमा꣯इन्द्राऽ६ते꣥꣯गिराः॥ प्रा꣡तीऽ᳒२᳒त्वा꣡मूऽ᳒२᳒त्। अहा꣯। स꣡ता॥ सा꣢ऽ१जोऽ᳒२᳒षा꣡वाऽ᳒२᳒॥ षभाऽ᳒२᳒म्प꣡ति꣢म्। ओ꣡ऽ२३४५इ॥ डा।	विरूपो	गायत्री	इन्द्रः		वैरूपम्॥
2.2.10.206.0	3.1	सु꣣नीथो꣢ घा꣣ स꣢꣫ मर्त्यो꣣ यं꣢ म꣣रु꣢तो꣣ य꣡म꣢र्य꣣मा꣢। मि꣣त्रा꣢꣫स्पान्त्य꣣द्रु꣡हः꣢ ॥	वत्सः काण्वः	गायत्री	इन्द्रः	सु꣣नीथः꣢। सु꣣। नीथः꣢। घ꣣। सः꣢। म꣡र्त्यः꣢꣯। यम्। म꣣रु꣡तः꣢। यम्। अ꣣र्यमा꣢। मि꣣त्राः꣢। मि꣣। त्राः꣢। पा꣡न्ति꣢꣯। अ꣣द्रु꣡हः। अ꣣। द्रु꣡हः꣢꣯। २०६।	
2.2.10.206.1	3.1	सु꣤नी꣯थो꣯घाऽ५समर्ति꣤याः॥ य꣡म्मरुतो꣰꣯ऽ२य꣡मर्य꣢मा꣡꣯। मि꣢त्रा꣡꣯स्पां꣯त्य꣢द्रु꣡हः꣢॥ ऊ꣡। ऊ। वा꣢꣯हाऽ३१उवाऽ᳒२᳒। अ꣡ति꣢द्वि꣡षा꣣ऽ२३꣡४꣡५ः꣡॥	सुमित्रो	गायत्री	इन्द्रः		सौमित्रम्॥ कौत्सं वा।
2.2.10.207.0	3.1	य꣢द्वी꣣डा꣡वि꣢न्द्र꣣ य꣢त्स्थि꣣रे꣡ यत्पर्शा꣣ने꣣ प꣡रा꣢भृतम्। व꣡सु꣢ स्पा꣣र्हं꣡ तदा भर꣢꣯ ॥	त्रिशोकः काण्वः	गायत्री	इन्द्रः	य꣢त्। वी꣣डौ꣢। इ꣣न्द्र। य꣢त्। स्थि꣣रे꣢। यत्। प꣡र्शा꣢꣯ने। प꣡रा꣢꣯भृतम्। प꣡रा꣢꣯। भृ꣣तम्। व꣡सु꣢꣯। स्पा꣣र्ह꣢म्। तत्। आ। भ꣣र। २०७।	
2.2.10.207.1	3.1	औ꣢꣯हो꣯वा꣯औ꣯हो꣣ऽ२३४वा꣥। ओऽ६हा꣥। य꣢द्वी꣯डा꣯वीऽ३न्द्रा꣤ऽ३य꣢त्स्थि꣣रा꣥इ॥ औ꣢꣯हो꣯वा꣯औ꣯हो꣣ऽ२३४वा꣥। ओऽ६हा꣥। य꣢त्पर्शा꣯नेऽ३पा꣤ऽ३रा꣢꣯भृ꣣त꣥म्॥ औ꣢꣯हो꣯वा꣯औ꣯हो꣣ऽ२३४वा꣥। ओऽ६हा꣥। व꣢सुस्पा꣯र्हाऽ३न्ता꣤ऽ३दा꣢꣯भ꣣र꣥॥ औ꣢꣯हो꣯वा꣯औ꣯हो꣣ऽ२३४वा꣥। ओऽ६हा꣥। हो꣤ऽ५इ॥ डा॥	तुभो	गायत्री	इन्द्रः		तौभम्॥
2.2.10.208.0	3.1	श्रु꣣तं꣡ वो꣢ वृत्र꣣ह꣡न्त꣢मं꣣ प्र꣡ शर्धं꣢꣯ चर्षणी꣣ना꣢म्। आ꣣शि꣢षे꣣ रा꣡ध꣢से म꣣हे꣢ ॥	सुकक्ष आङ्गिरसः	गायत्री	इन्द्रः	श्रु꣣त꣢म्। वः꣣। वृत्रह꣡न्त꣢मम्। वृ꣣त्र। ह꣡न्त꣢꣯मम्। प्र। श꣡र्ध꣢꣯म्। च꣣र्षणीना꣢म्। आ꣣शि꣡षे꣣। आ꣣। शि꣡षे꣢꣯। रा꣡ध꣢꣯से। म꣣हे꣢। २०८।	
2.2.10.208.1	3.1	श्रु꣥ता꣤म्॥ वो꣡꣯वृत्रहन्तमम्। प्रशर्द्धञ्चर्ष꣢णा꣡ऽ२३इना꣢म्॥ आ꣯शा꣡इषाऽ२३-इरा꣢॥ ध꣣से꣯म꣢हा꣡। औ꣢ऽ३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	श्रुतो	गायत्री	इन्द्रः		श्रौतम्॥
2.2.10.209.0	3.1	अ꣡रं꣢ त इन्द्र꣣ श्र꣡व꣢से ग꣣मे꣡म꣢ शूर꣣ त्वा꣡व꣢तः। अ꣡र꣢ꣳ शक्र꣣ प꣡रे꣢मणि ॥	वामदेवो गौतमः	गायत्री	इन्द्रः	अ꣡र꣢꣯म्। ते꣣। इन्द्र। श्र꣡व꣢꣯से। ग꣣मे꣡म꣢। शू꣣र। त्वा꣡व꣢꣯तः। अ꣡र꣢꣯म्। श꣣क्र। प꣡रे꣢꣯मणि। २०९।	
2.2.10.209.1	3.1	अ꣥रन्तइन्द्रश्रवसे꣯ए। ए॥ ग꣢मा꣡इमशू꣢꣯रत्वा꣡꣯वता꣢ऽ३ः। हो꣡वा꣢ऽ३हा꣢इ॥ अ꣡राꣳशा꣢ऽ१क्राऽ२३। हो꣡वा꣢ऽ३हा꣢इ॥ परा꣡इमाऽ२३णा꣢ऽ३४३इ। ओ꣡ऽ२३४५इ॥ डा॥	अभीशुः	गायत्री	इन्द्रः		आभीशवम्॥
2.2.10.210.0	3.1	धा꣣ना꣡व꣢न्तं कर꣣म्भि꣡ण꣢मपू꣣प꣡व꣢न्तमु꣣क्थि꣡न꣢म्। इ꣡न्द्र꣢ प्रा꣣त꣡र्जु꣢षस्व नः ॥	विश्वामित्रो गाथिनः	गायत्री	इन्द्रः	धा꣣ना꣡व꣢न्तम्। क꣣रम्भि꣡ण꣢म्। अ꣣पूप꣡व꣢न्तम्। उ꣣क्थि꣡न꣢म्। इ꣡न्द्र꣢꣯। प्रा꣣तः꣢। जु꣣षस्व। नः। २१०।	
2.2.10.210.1	3.1	धा꣥꣯ना꣯व꣣न्तं꣢क꣣र꣤म्भि꣥णाम्॥ अ꣡पू꣯पवन्तमू꣢ऽ१क्थी꣢ऽ३ना꣢म्॥ इन्द्रा᳐प्रा꣣ऽ२३४ताः꣥। ओ꣣ऽ२३४हा꣥इ॥ जु꣤षोवा꣥। स्वा꣤ऽ५नोऽ६"हा꣥इ॥	पूषा	गायत्री	इन्द्रः		पौषम्॥
2.2.10.211.0	3.1	अ꣣पां꣡ फेने꣢꣯न꣣ न꣡मु꣢चे꣣ शि꣡र꣢ इ꣣न्द्रो꣡द꣢वर्तयः। वि꣢श्वा꣣ य꣡दज꣢꣯य꣣ स्पृ꣡धः꣢ ॥	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	अ꣣पा꣢म्। फे꣡ने꣢꣯न। न꣡मु꣢꣯चेः। न। मु꣣चेः। शि꣡रः꣢꣯। इ꣣न्द्र। उ꣢त्। अ꣣वर्तयः। वि꣡श्वाः꣢꣯। यत्। अ꣡ज꣢꣯यः। स्पृ꣡धः꣢꣯। २११।	
2.2.10.211.1	3.1	अ꣥पां꣤꣯फे꣯ने꣥꣯नन꣤मु꣥चेः꣤॥ शि꣡रइ꣢। द्रो꣡त्। अ꣪वाऽ२᳐र्त्ता꣣ऽ२३४याः꣥॥ वा꣡इश्वाऽ२३ः॥ या꣡ऽ२᳐दा꣣ऽ२३४औ꣥꣯हो꣯वा॥ ज꣢यस्पृ꣡धा꣣ऽ२३꣡४꣡५ः꣡॥	इन्द्रो	गायत्री	इन्द्रः		इन्द्रस्य क्षुरपवि॥
2.2.10.212.0	3.1	इ꣣मे꣡ त꣢ इन्द्र꣣ सो꣡माआः सु꣣ता꣢सो꣣ ये꣢ च꣣ सो꣡त्वाः꣢। ते꣡षां꣢ मत्स्व प्रभूवसो ॥	वामदेवो गौतमः	गायत्री	इन्द्रः	इ꣣मे꣢। ते꣣। इन्द्र। सो꣡माः꣢꣯। सु꣣ता꣡सः꣢। ये। च꣣। सो꣡त्वाः꣢꣯। ते꣡षा꣢꣯म्। म꣣त्स्व। प्रभूवसो। प्रभु। वसो। २१२।	
2.2.10.212.1	3.1	इ꣥मे꣯तआ॥ द्र꣢सो꣡꣯माः। होवा꣢ऽ३हो꣡इ। सु꣢ता꣡꣯सो꣯ये꣢ऽ३। चा꣡सो꣢तू꣣ऽ२३४वाः꣥॥ ते꣣ऽ४षा꣥꣯म्। हा꣢ऽ३हा꣢इ॥ मा꣡त्स्वप्र꣢भू꣡ऽ२३४वा꣥॥ वा꣤ऽ५सोऽ६"हा꣥इ॥	सुमित्रो	गायत्री	इन्द्रः		सौमित्रे द्वे॥
