Ref No	Prapāthaka-Ard	Text	R̥ṣi	Chandas	Dēvata	padapāṭha--rik	Notes
2.3.6.283.2	3.2	इ꣥तऊ꣯ती꣯वो꣯अजाऽ६रा꣥म्॥ प्र꣢हे꣯ता꣡꣯रमप्रहितमुहुवाऽ२३हो꣡इ। आ꣢꣯शु꣡ञ्जे꣯ता꣯रꣳहाइता꣯रमुहुवाऽ२३हो꣡॥ र꣢थी꣯। त꣡माऽ२᳐म्। अ꣣तू꣢᳐र्ता꣣ऽ२३४न्तू꣥॥ ग्रि꣣या꣢ऽ३। वा꣡ऽ२᳐र्द्धा꣣ऽ२३४औ꣥꣯हो꣯वा॥ स्तौ꣢ऽ३षाऽ२३꣡४꣡५꣡इ॥	द्वयोर्गौरीविति	बृहती	इन्द्रः		
2.3.6.284.0	3.2	मो꣡ षु त्वा꣢꣯ वा꣣घ꣡त꣢श्च꣣ ना꣢꣯रे अस्मन्नि रीरमन्। आ꣣रा꣡त्ता꣢द्वा सध꣣मा꣡दं꣢ न꣣ आ꣡ ग꣢ही꣣ह꣢ वा꣣ स꣡न्नुप꣢꣯ श्रुधि ॥	वसिष्ठो मैत्रावरुणिः	बृहती	इन्द्रः	मा꣢। उ꣣। सु꣢। त्वा꣣। वाघ꣡तः꣢। च꣣। न꣢। आ꣣रे꣢। अ꣣स्म꣢त्। नि। री꣣रमन्। आरा꣡त्ता꣢त्। वा꣣। सधमा꣡द꣢म्। स꣣ध। मा꣡द꣢꣯म्। नः꣣। आ꣢। ग꣣हि। इह꣢। वा꣣। स꣢न्। उ꣡प꣢꣯। श्रु꣣धि। २८४।	
2.3.6.284.1	3.2	मो꣥꣯षुत्वा꣯वा॥ घा꣡ताऽ२३४५ः। चा꣣ऽ२३४ना꣥। आ꣢꣯रे꣡꣯अस्मन्निरी꣰꣯ऽ२रमन्। आ꣡रा꣢ऽ१त्ताद्वाऽ᳒२᳒। सा꣡ध꣪मादाऽ᳒२᳒म्। ना꣡आ꣯ग꣢हि॥ आ꣡इह꣪वासाऽ᳒२᳒न्॥ ऊ꣡पश्रु꣢धि। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	द्वयोरत्रि	बृहती	इन्द्रः		आत्रे द्वे॥
2.3.6.284.2	3.2	मो꣥꣯षुत्वा꣯वा꣯घतश्चनाऽ६ए꣥॥ आ꣢꣯रे꣡꣯अस्मन्निरी꣯रमाऽ᳒२᳒न्। हाऽ᳒२᳒ऊ꣡ऊवाऽ᳒२᳒इ। ऊ। आ꣢꣯रा꣡꣯त्ता꣯द्वा꣯सधमा꣯दाऽ᳒२᳒म्। हाऽ᳒२᳒ऊ꣡ऊवाऽ᳒२᳒इ। ऊऽ२꣮। नआ᳐गा꣣ऽ२३४ही꣥॥ आ꣡इह। वासौ꣢वाओ꣣ऽ२३४वा꣥॥ उ꣢प꣡श्रूऽ२३धा꣢ऽ३४३इ। ओ꣡ऽ२३४५इ॥ डा॥	द्वयोरत्रि	बृहती	इन्द्रः		
2.3.6.285.0	3.2	सु꣣नो꣡त꣢ सोम꣣पा꣢व्ने꣣ सो꣢म꣣मि꣡न्द्रा꣡य व꣣ज्रि꣡णे꣢। प꣡च꣢ता प꣣क्ती꣡रव꣢꣯से कृणु꣣ध्व꣢꣫मित्पृ꣣ण꣢न्नित्पृ꣢꣯ण꣣ते꣡ मयः꣢꣯ ॥	वसिष्ठो मैत्रावरुणिः	बृहती	इन्द्रः	सु꣣नो꣡त꣢। सो꣣मपा꣡व्ने꣢। सो꣣म। पा꣡व्ने꣢꣯। सो꣡म꣢꣯म्। इ꣡न्द्रा꣢꣯य। व꣣ज्रि꣡णे꣢। प꣡च꣢꣯त। प꣣क्तीः꣢। अ꣡व꣢꣯से। कृ꣣णुध्व꣢म्। इत्। पृ꣣ण꣢न्। इत्। पृ꣣णते꣢। म꣡यः꣢꣯। २८५।	
2.3.6.285.1	3.2	सु꣥नो꣯तसो꣯मपा꣯व्नाऽ६ए꣥॥ सो꣡꣯ममिन्द्राऽ२३। हो꣡वा꣢ऽ३हा꣢। यव꣡ज्राऽ२३इणा꣢इ। प꣡चता꣢꣯पक्ता꣡इरवसे꣢꣯कृ। णू꣡। ध्वा꣢ऽ१मीऽ२३द्धा꣢इ॥ पृ। णा꣡न्। आइत्पॄ꣢ऽ३हा꣢॥ णता꣡इमाऽ२३या꣢ऽ३४३ः। ओ꣡ऽ२३४५इ॥ डा॥	द्वयोर्गौरीविति	बृहती	इन्द्रः		गौरीविते द्वे॥
2.3.6.285.2	3.2	२८५-२।सु꣤नो꣣꣯त꣤सो꣥꣯मपा꣯। आ꣣꣯व्ना꣢᳐ओ꣣ऽ२३४वा꣥। इ꣤याहा꣥इ॥ सो꣡꣯ममिन्द्राऽ᳒२᳒। हु꣡वेऽ᳒२᳒। हु꣡वेऽ᳒२᳒हो꣡। याव꣪ज्रिणाऽ᳒२᳒इ। प꣡चता꣯पक्ताइरवसे꣢꣯कृ। णू꣡। ध्वा꣢ऽ१मीऽ२३द्धा꣢इ॥ पृ। णा꣡न्। आइत्पॄ꣢ऽ३हा꣢॥ णता꣡इमाऽ२३या꣢ऽ३४३ः। ओ꣡ऽ२३४५इ॥ डा॥	द्वयोर्गौरीविति	बृहती	इन्द्रः		
2.3.6.286.0	3.2	यः꣡ स꣢त्रा꣣हा꣡ विच꣢꣯र्षणि꣣रि꣢न्द्रं꣣ त꣡ꣳ हू꣢महे व꣣य꣢म्। स꣡ह꣢स्रमन्यो तुविनृम्ण सत्पते꣣ भ꣡वा꣢ स꣣म꣡त्सु꣢ नो वृ꣣धे꣢ ॥	भरद्वाजो बार्हस्पत्यः	बृहती	इन्द्रः	यः꣢। स꣣त्राहा꣢। स꣣त्रा। हा꣢। वि꣡च꣢꣯र्षणिः। वि। च꣣र्षणिः। इन्द्र꣣म्। तम्। हू꣣महे। वय꣢म्। स꣡ह꣢꣯स्रमन्यो। स꣡ह꣢꣯स्र। म꣣न्यो। तुविनृम्ण। तुवि। नृम्ण। सत्पते। सत्। पते। भ꣡व꣢꣯। स꣣म꣡त्सु꣢। स꣣। म꣡त्सु꣢꣯। नः꣣। वृधे꣢। २८६।	
2.3.6.286.1	3.2	य꣣स्स꣤त्रा꣯हा꣣꣯विच꣤र्ष꣥णिः। इन्द्रन्ता꣢ऽ३ꣳहू꣤꣯म꣥हे꣤꣯वया꣥म्॥ इ꣡न्द्रन्तꣳहू꣯म꣢हे꣡꣯वाऽ२३या꣢म्। स꣡हस्रमन्यो꣯तुविनृम्ण꣢स꣡त्पाऽ२३ता꣢इ॥ भवा꣡꣯साऽ२३मा꣢॥ त्सू꣡नो꣯वृ꣢धे꣯। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	वामदेवो	बृहती	इन्द्रः		वामदेव्यम्॥
2.3.6.287.0	3.2	श꣡ची꣢भिर्नः शचीवसू꣣ दि꣢वा꣣न꣡क्तं꣢ दिशस्यतम्। मा꣡ वा꣢ꣳ रा꣣ति꣡रुप꣢꣯ दसत्क꣣दा꣢च꣣ना꣢꣫स्मद्रा꣣तिः꣢ क꣣दा꣢च꣣न꣢ ॥	परुच्छेपो दैवोदासिः	बृहती	इन्द्रः	श꣡ची꣢꣯भिः। नः꣣। शचीवसू। शची। वसूइ꣡ति꣢। दि꣡वा꣢꣯। न꣡क्त꣢꣯म्। दि꣣शस्यतम्। मा꣢। वा꣣म्। रातिः꣢। उ꣡प꣢꣯। द꣣सत्। कदा꣢। च꣣। न꣣। अ꣣स्म꣢त्। रा꣣तिः꣢। क꣣दा꣢। च꣣। न꣢। २८७।	
2.3.6.287.1	3.2	श꣤ची꣯भिर्नाऽ५श्शची꣯व꣤सू॥ दि꣡वा꣯नक्तंदि꣢श꣡स्यताम्। मावाऽ᳒२᳒म्। रा꣯ति꣡रुपदसत्क꣢दा꣡꣯चना॥ आस्माऽ᳒२᳒त्॥ रा꣡तिᳲक꣢दो꣡ऽ२३४वा꣥। चा꣤ऽ५नोऽ६"हा꣥इ॥	अश्विनौ	बृहती	इन्द्रः		अश्विनोस्साम॥
2.3.6.288.0	3.2	य꣣दा꣢ क꣣दा꣡च꣢ मी꣣ढु꣡षे꣢ स्तो꣣ता꣡ ज꣢रेत꣣ म꣡र्त्यः꣢। आ꣡दिद्व꣢꣯न्देत꣣ व꣡रु꣢णं वि꣣पा꣢ गि꣣रा꣢ ध꣣र्त्ता꣢रं꣣ वि꣡व्र꣢तानाम् ॥	वामदेवो गौतमः	बृहती	इन्द्रः	य꣣दा꣢। क꣣दा꣢। च꣣। मीढु꣡षे꣢। स्तो꣣ता। ज꣣रेत। म꣡र्त्यः꣢꣯। आत्। इत्। व꣣न्देत। व꣡रु꣢꣯णम्। वि꣣पा꣢। गि꣣रा꣢। ध꣣र्त्ता꣡र꣢म्। वि꣡व्र꣢꣯तानाम्। वि। व्र꣣तानाम्। २८८।	
2.3.6.288.1	3.2	य꣥दा꣯कदा॥ चा꣡ऽ२᳐मा꣣ऽ२३४औ꣥꣯हो꣯वा। ढू꣣ऽ२३४षे꣥। स्तो꣢꣯ता꣡꣯जरे꣢꣯तम꣡र्ति꣢याऽ३ः। आ꣡दिद्वन्दे꣢। ता꣡व꣪रुणाऽ२३४म्। वि꣣पा꣢ऽ३४गि꣣रा꣢॥ धा꣡र्त्ता꣢꣯रां꣡वीऽ२३॥ व्रा꣡ऽ२᳐ता꣣ऽ२३४औ꣥꣯हो꣯वा॥ ना꣣ऽ२३꣡४꣡५꣡म्॥	वसिष्ठो	बृहती	इन्द्रः		वसिष्ठस्य पज्राणि त्रीणि॥
2.3.6.288.2	3.2	य꣥दा꣯कदा꣯चमा꣯हाउ॥ ढू꣡षाऽ᳒२᳒इस्तो꣡ताऽ᳒२᳒। जराइ। तमर्ति꣡यः। आ꣯दिद्वन्दा꣢᳐॥ औ꣣꣯हो꣭ऽ३हा꣢ऽ३। हा꣢ऽ३इ। ता꣡वाऽ२᳐रू꣣ऽ२३४णा꣥म्। वि꣢पा꣯गि꣡रा॥ धर्त्ता꣯रंव्या꣢। औ꣣꣯हो꣭ऽ३हा꣢ऽ३। हा꣢इ॥ व्रा꣡ता꣯ना꣢꣯म्। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	वसिष्ठो	बृहती	इन्द्रः		
2.3.6.288.3	3.2	२८८-३। पज्रम्॥य꣤दा꣣ऽ४क꣥। दा꣣ऽ४च꣥मी꣯। ढु꣣षा꣢ऽ३इ। स्तो꣤ता꣥॥ ज꣢राइ। तमा꣡र्त्ताया꣢ऽ३ः। आ꣡दाइद्वन्दा꣢ऽ३इ। ता꣡वाऽ२᳐रू꣣ऽ२३४णा꣥म्॥ विपा꣯। गि꣣रौ꣢वा᳐ओ꣣ऽ२३४वा꣥। धर्त्ता꣯। रं꣣व्यौ꣢वा᳐ओ꣣ऽ२३४वा꣥॥ व्र꣤ताऽ५नाम्। हो꣤ऽ५इ॥ डा॥	वसिष्ठो	बृहती	इन्द्रः		
2.3.6.289.0	3.2	पा꣣हि꣡ गा अन्ध꣢꣯सो꣣ म꣢द꣣ इ꣡न्द्रा꣢य मेध्यातिथे। यः꣡ सम्मि꣢꣯श्लो꣣ ह꣢र्यो꣣र्यो꣡ हि꣢र꣣ण्य꣢य꣣ इ꣡न्द्रो꣢ व꣣ज्री꣡ हि꣢र꣣ण्य꣡यः꣢ ॥	मेध्यातिथिः काण्वः	बृहती	इन्द्रः	पा꣣हि꣢। गाः। अ꣡न्ध꣢꣯सः। म꣡दे꣢꣯। इ꣡न्द्रा꣢꣯य। मे꣣ध्यातिथे। मेध्य। अतिथे। यः꣢। स꣡म्मि꣢꣯श्लः। सम्। मि꣣श्लः। ह꣡र्योः꣢꣯। यः। हि꣣रण्य꣡यः। इ꣡न्द्रः꣢꣯। व꣣ज्री꣢। हि꣣रण्य꣡यः꣢। २८९।	
2.3.6.289.1	3.2	पा꣤꣯हि꣥गा꣯आ꣤॥ ध꣢सो꣡꣯माऽ२३दा꣢इ। आ꣡इन्द्रा꣯य꣢मे꣯। धिया꣡꣯ताऽ२३इथा꣢इ। यः꣡समिश्लो꣢꣯ह꣡रियो꣢꣯र्यः꣡। हाइर꣪ण्यायाऽ᳒२ः᳒। आ꣡इन्द्रोवा꣢ऽ३ज्री꣢ऽ३॥ हि꣢रो꣡ऽ२३४वा꣥। ण्या꣤ऽ५योऽ६"हा꣥इ॥	सौभरि	बृहती	इन्द्रः		सौभरे द्वे॥
2.3.6.289.2	3.2	पा꣥꣯। ह्ये꣤पाही꣥॥ गा꣢꣯अन्धसो꣡꣯माऽ२३दा꣢इ। आ꣡इन्द्रा꣯य꣢मे꣯। धिया꣡꣯ताऽ२३इथा꣢इ॥ य꣡स्समिश्लो꣰꣯ऽ२ह꣡रियो꣯र्यः। हाइर꣪ण्यायाऽ᳒२ः᳒॥ आ꣡इन्द्रोवा꣢ऽ३ज्री꣢ऽ३॥ हि꣢रो꣡ऽ२३४वा꣥। ण्या꣤ऽ५योऽ६"हा꣥इ॥	सौभरि	बृहती	इन्द्रः		
2.3.6.290.0	3.2	उ꣣भ꣡य꣢ꣳ शृ꣣ण꣡व꣢च्च न꣣ इ꣡न्द्रो꣢ अ꣣र्वा꣢गि꣣दं꣡ वचः꣢꣯। स꣣त्रा꣡च्या꣢ म꣣घ꣢वा꣣न्त्सो꣡म꣢पीतये धि꣣या꣡ शवि꣢꣯ष्ठ꣣ आ꣡ ग꣢मत् ॥	भर्गः प्रागाथः	बृहती	इन्द्रः	उ꣣भ꣡य꣢म्। शृ꣣ण꣡व꣢त्। च꣣। नः। इ꣡न्द्रः꣢꣯। अ꣣र्वा꣢क्। इ꣣द꣢म्। व꣡चः꣢꣯। स꣣त्रा꣡च्या꣢। स꣣त्रा꣢। च्या꣣। मघ꣡वा꣢न्। सो꣡म꣢꣯पीतये। सो꣡म꣢꣯। पी꣣तये। धिया꣣। श꣡वि꣢꣯ष्ठः। आ। ग꣣मत्। २९०।	
2.3.6.290.1	3.2	उ꣥भयꣳश्रृणवच्चनाऽ६ए꣥॥ आ꣡इन्द्रो꣰꣯ऽ२अर्वा꣡꣯गिदंवचाऽ२३ः। हो꣡वा꣢ऽ३हा꣢इ। सत्रा꣡꣯चिया꣢꣯मघ꣡वा꣰꣯ऽ२न्। सो꣡। मापा꣢ऽ३हा꣢इ᳐। ता꣣ऽ२३४या꣥इ॥ धि꣢या꣡꣯शविष्ठआऽ२३हो꣡इ॥ ग꣢मा꣡त्। औऽ२३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	व्यश्वो	बृहती	इन्द्रः		इन्द्रस्य वैयश्वम्॥
2.3.6.291.0	3.2	म꣣हे꣢ च꣣ न꣡ त्वा꣢द्रिवः꣣ प꣡रा꣢ शु꣣ल्का꣡य꣢ दीयसे। न꣢ स꣣ह꣡स्रा꣢य꣣ ना꣡युता꣢꣯ये वज्रिवो꣣ न꣢ श꣣ता꣡य꣢ शतामघ ॥	मेध्यातिथी काण्वौ	बृहती	इन्द्रः	म꣣हे꣢। च꣣। न꣢। त्वा꣣। अद्रिवः। अ। द्रिवः। प꣡रा꣢꣯। शु꣣ल्का꣡य꣢। दी꣣यसे। न꣢। स꣣ह꣡स्रा꣢य। न। अ꣣यु꣡ता꣢य। अ꣣। यु꣡ता꣢꣯य। व꣣ज्रिवः। न꣢। श꣣ता꣡य꣢। श꣣तामघ। शत। मघ। २९१।	
2.3.6.291.1	3.2	म꣥हे꣯चनो꣤वा꣥॥ त्वा꣢अद्रा꣣ऽ२३४इवाः꣥। प꣢रा꣯शुल्का꣯। यऽ३दा꣡यासा꣢ऽ३इ। न꣤स꣥। ह꣣स्रा꣢ऽ३। या꣡ना꣯यु꣢ता꣯। यवा꣡ज्राइवो꣢ऽ३॥ न꣤श꣥। ता꣣꣯या꣢ऽ३॥ शा꣡ऽ२३ता꣤ऽ३। मा꣢ऽ३४५घोऽ६"हा꣥इ॥	प्रजापतेर्महोविशीये	बृहती	इन्द्रः		इन्द्रस्य सहस्रायुतीये॥ प्रजापतेर्महोविशीये वा द्वे।
2.3.6.291.2	3.2	म꣥हे꣯चा꣢ऽ३न꣤त्वा꣥꣯अ꣤द्रिवाः꣥॥ पा꣡रा꣯शु꣢ल्का꣯। यदा꣡या꣢ऽ१साऽ᳒२᳒इ। न꣡सहस्राऽ᳒२᳒। य꣡ना꣯युता꣯याव꣪ज्रिवाऽ᳒२ः᳒॥ नशा꣡ताऽ२३या꣢॥ शता꣡ऽ२३। मा꣡ऽ२᳐घा꣣ऽ२३४औ꣥꣯हो꣯वा॥ म꣢हो꣡꣯विशे꣢ऽ१॥	प्रजापतेर्महोविशीये	बृहती	इन्द्रः		
2.3.6.292.0	3.2	व꣡स्या꣢ꣳ इन्द्रासि मे पि꣣तु꣢रु꣣त꣢꣫ भ्रातु꣣र꣡भु꣢ञ्जतः। मा꣣ता꣡ च꣢ मे छदयथः स꣣मा꣡ व꣢सो वसुत्व꣣ना꣢य꣣ रा꣡ध꣢से ॥	मेध्यातिथी काण्वौ	बृहती	इन्द्रः	व꣡स्या꣢न्। इ꣢न्द्र। असि। मे। पितुः꣢। उ꣢त꣢। भ्रा꣡तुः꣢। अ꣡भु꣢ञ्जतः। अ। भु꣢ञ्जतः। माता꣢। च꣢। मे। छदयथः। समा꣢। स꣢। मा꣢। व꣢सो। वसुत्वना꣡य꣢। रा꣡ध꣢से। २९२।	
2.3.6.292.1	3.2	व꣤स्याꣳ꣥꣯इन्द्रा꣯सिमे꣯। हा꣤उपितूः꣥॥ उ꣣ता꣢᳐भ्रा꣣ऽ२३४तूः꣥। अ꣢भू꣡ञ्जातौ꣢। वा᳐ओ꣣ऽ२३४वा꣥। मा꣢꣯ता꣡चामौ꣢। वा᳐ओ꣣ऽ२३४वा꣥। छ꣢दयथः। साऽ३मा꣡वासौ꣢। वा᳐ओ꣣ऽ२३४वा꣥॥ व꣢सू꣡त्वानौ꣢। वा᳐ओ꣣ऽ२३४वा꣥॥ य꣢रो꣡ऽ२३४वा꣥। धा꣤ऽ५सोऽ६"हा꣥इ॥	इन्द्राणी	बृहती	इन्द्रः		इन्द्राण्यास्साम॥
2.3.7.293.0	4.1	इ꣣म꣡ इन्द्रा꣢꣯य सुन्विरे꣣ सो꣡मा꣢सो꣣ द꣡ध्या꣢शिरः। ता꣡ꣳ आ मदा꣢꣯य वज्रहस्त पी꣣त꣢ये꣣ हरि꣢भ्यां या꣣ह्यो꣢क꣣ आ꣢ ॥	वसिष्ठो मैत्रावरुणिः	बृहती	इन्द्रः	इ꣣मे꣢। इ꣡न्द्रा꣢꣯य। सु꣣न्विरे। सो꣡मा꣢꣯सः। द꣡ध्या꣢꣯शिरः। द꣡धि꣢꣯। आ꣣शिरः। ता꣢न्। आ। म꣡दा꣢꣯य। व꣣ज्रहस्त। वज्र। हस्त। पीत꣡ये꣢। ह꣡रि꣢꣯भ्याम्। या꣣हि। ओ꣡कः꣢꣯। आ। । २९३।	
2.3.7.293.1	4.1	इ꣣मा꣢ऽ३४इ। इमइ। द्रा꣥꣯यसुन्वाऽ६इरा꣥इ॥ सो꣡꣯मा꣯सो꣯दध्या꣯शिराः। ताꣳ꣢꣯आ꣡꣯मदा꣯यवज्रहस्तपी꣯तायाइ॥ हराऽ२३हो꣡। भ्यां꣯याऽ२३हो꣡॥ हि꣢यो꣡ऽ२३। का꣡ऽ२᳐आ꣣ऽ२३४औ꣥꣯हो꣯वा॥ ऊ꣣ऽ२३४पा꣥॥	सुभरि	बृहती	इन्द्रः		सौभरम्॥
2.3.7.294.0	4.1	इ꣣म꣡ इ꣡न्द्र꣣ म꣡दा꣢य ते꣣ सो꣡मा꣢श्चिकित्र उ꣣क्थि꣡नः꣢। म꣡धोः꣢ पपा꣣न꣡ उप꣢꣯ नो꣣ गि꣡रः꣢ शृणु꣣ रा꣡स्व꣢ स्तो꣣त्रा꣡य꣢ गिर्वणः ॥	वामदेवो गौतमः	बृहती	इन्द्रः	इ꣣मे꣢। इ꣣न्द्र। म꣡दा꣢꣯य। ते꣣। सो꣡माः꣢꣯। चि꣣कित्रे। उक्थि꣡नः꣢। म꣡धोः꣢꣯। प꣣पानः꣢। उ꣡प꣢꣯। नः꣣। गि꣡रः꣢꣯। शृ꣣णु। रा꣡स्व꣢꣯। स्तो꣣त्रा꣡य꣢। गि꣣र्वणः। गिः। वनः। २९४।	
2.3.7.294.1	4.1	इ꣤मइन्द्राऽ५मदा꣯य꣤ताइ॥ सो꣡꣯मा꣯श्चिकित्रउक्थिनाः। मा꣢ऽ१धोऽ᳒२ᳲ᳒पा꣡पाऽ᳒२᳒। न꣡उपनो꣯गिराश्शा꣢ऽ१र्णूऽ᳒२᳒॥ रा꣯स्व꣡स्तोऽ२३त्रा꣢॥ यगि꣡र्वाऽ२३णा꣢ऽ३४३ः। ओ꣡ऽ२३४५इ॥ डा॥	गृत्समदो	बृहती	इन्द्रः		गार्त्समदम्॥
2.3.7.295.0	4.1	आ꣡ त्वा꣢ऽ३द्य꣡ स꣢ब꣣र्दु꣡घा꣢ꣳ हु꣣वे꣡ गा꣢य꣣त्र꣡वे꣢पसम्। इ꣡न्द्रं꣢ धे꣣नु꣢ꣳ सु꣣दु꣢घा꣣म꣢न्या꣣मि꣡ष꣢मु꣣रु꣡धा꣢रामर꣣ङ्कृ꣡त꣢म् ॥	मेध्यातिथी काण्वौ विश्वामित्र इत्येके	बृहती	इन्द्रः	आ꣢। तु। अ꣣द्य꣢। अ꣣। द्य꣢। स꣣ब꣡र्दुघाम्। स꣣बः। दु꣡घा꣢꣯म्। हु꣣वे꣢। गा꣣यत्र꣡वे꣢पसम्। गा꣣यत्र꣢। वे꣣पसम्। इ꣡न्द्र꣢꣯म्। धे꣣नु꣢म्। सु꣣दु꣡घा꣣म्। सु꣣। दु꣡घा꣢꣯म्। अ꣡न्या꣢꣯म्। इ꣡ष꣢꣯म्। उ꣣रु꣡धा꣢राम्। उ꣣रु꣢। धा꣣राम्। अरङ्कृ꣡त꣢म्। अ꣣रम्। कृ꣡त꣢꣯म्। २९५।	
2.3.7.295.1	4.1	आ꣥꣯त्वद्या꣯साऽ६ब꣥र्दुघाम्॥ हु꣢वा꣡इगा꣰꣯ऽ२यत्र꣡वे꣰꣯ऽ२पसम्। आ꣡इन्द्रान्धे꣢ऽ३नू꣢म्। सुदु꣡घा꣢꣯म्। आ꣡। नि꣪याऽ२᳐मा꣣ऽ२३४इषा꣥म्॥ उ꣢रु꣡धाऽ२३रा꣢म्॥ अरं꣡काऽ२३र्ता꣢ऽ३४३म्। ओ꣡ऽ२३४५इ॥ डा॥	वाक्	बृहती	इन्द्रः		वाचस्साम॥
2.3.7.296.0	4.1	न꣡ त्वा꣢ बृ꣣ह꣢न्तो꣣ अ꣡द्र꣢यो꣣ व꣡रन्त इन्द्र वी꣣ड꣡वः꣢। य꣡च्छिक्ष꣢꣯सि स्तुव꣣ते꣡ माव꣢꣯ते꣣ व꣢सु꣣ न꣢ कि꣣ष्ट꣡दा मि꣢꣯नाति ते ॥	नोधा गौतमः	बृहती	इन्द्रः	न꣢। त्वा꣣। बृह꣡न्तः꣢। अ꣡द्र꣢꣯यः। अ। द्र꣢यः। व꣡र꣢꣯न्ते। इ꣣न्द्र। वीड꣡वः꣢। यत्। शि꣡क्ष꣢꣯सि। स्तु꣣वते꣢। मा꣡व꣢꣯ते। व꣡सु꣢꣯। न। किः꣣। तत्। आ। मि꣣नाति। ते। २९६।	
2.3.7.296.1	4.1	न꣤त्वा꣥꣯बृह꣤। तोऽ५द्रयाः꣤॥ व꣡रन्तइन्द्र꣢वी꣡꣯डाऽ२३वाः꣢। या꣡च्छि꣪क्षासीऽ᳒२᳒। स्तू꣡व꣪ताइमाऽ᳒२᳒। वते꣡꣯वसू॥ नकिष्टाऽ२३दा꣢॥ मिना꣡꣯ताऽ२३इता꣢ऽ३४३इ। ओ꣡ऽ२३४५इ॥ डा॥	बृहदुक्थो	बृहती	इन्द्रः		बार्हदुक्थम्॥
2.3.7.297.0	4.1	क꣡ ईं꣢ वेद सु꣣ते꣢꣫ सचा꣣ पि꣡ब꣢न्तं꣣ क꣡द्वयो꣢꣯ दधे। अ꣣यं꣡ यः पुरो꣢꣯ विभि꣣न꣡त्योज꣢꣯सा मन्दा꣣नः꣢ शि꣣प्र्य꣡न्ध꣢सः ॥	मेध्यातिथिः काण्वः	बृहती	इन्द्रः	कः꣢। ई꣣म्। वेद। सुते꣢। स꣡चा꣢꣯। पि꣡ब꣢꣯न्तम्। कत्। व꣡यः꣢꣯। द꣣धे। अय꣢म्। यः। पु꣡रः꣢꣯। वि꣣भिन꣡त्ति꣢। वि꣣। भिन꣡त्ति꣢। ओ꣡ज꣢꣯सा। म꣣न्दानः꣢। शि꣣प्री꣢। अ꣡न्ध꣢꣯सः। २९७।	
2.3.7.297.1	4.1	क꣥ई꣯म्वे꣯दा॥ सु꣢ता꣡इसा꣢ऽ१चाऽ᳒२᳒। पि꣡बन्तङ्कद्वायो꣢ऽ१दाधाऽ᳒२᳒इ। अयं꣡यᳲपुरो꣯विभिनत्ताओ꣢ऽ१जासाऽ᳒२᳒॥ मन्दा꣡꣯नाऽ२३श्शी꣢ऽ३॥ प्रा꣡ऽ२᳐या꣣ऽ२३४औ꣥꣯हो꣯वा॥ धा꣣ऽ२३४साः꣥॥	निपातिथि	बृहती	इन्द्रः		नैपातिथम्॥वाशम् वा।
2.3.7.298.0	4.1	य꣡दि꣢न्द्र꣣ शा꣡सो꣢ अव्र꣣तं꣢ च्या꣣व꣢या꣣ स꣡द꣢स꣣स्प꣡रि꣢। अ꣣स्मा꣡क꣢म꣣ꣳशुं꣡ म꣢घवन्पुरु꣣स्पृ꣡हं꣢ व꣣स꣢व्ये꣣ अ꣡धि꣢ बर्हय ॥	वामदेवो गौतमः	बृहती	इन्द्रः	य꣢त्। इ꣣न्द्र। शा꣡सः꣢꣯। अ꣣व्रत꣢म्। अ꣣। व्रत꣢म्। च्या꣣व꣡य꣢। स꣡द꣢꣯सः। प꣡रि꣢꣯। अ꣣स्मा꣡क꣢म्। अँ꣣शु꣢म्। म꣣घवन्। पुरुस्पृ꣡ह꣢म्। पु꣣रु। स्पृ꣡ह꣢꣯म्। व꣣स꣡व्ये꣢। अ꣡धि꣢꣯। ब꣣र्हय। २९८।	
2.3.7.298.1	4.1	य꣢दि꣡न्द्राऽ२३शा꣤꣯सो꣯अ꣥व्रताम्॥ च्या꣢꣯वया꣯स। दाऽ३सा꣡स्पारौ꣢। वाऽ३२। अस्मा꣡कामौ꣢। वाऽ३२। शुं꣡मघ꣢वन्। पुरू꣡स्पॄहौ꣢। वाऽ३२॥ वसा꣡व्यायौ꣢। वाऽ३२३॥ धि꣢बो꣡ऽ२३४वा꣥। हा꣤ऽ५योऽ६"हा꣥इ॥	तुरश्रवा	बृहती	इन्द्रः		तौरश्रवसम्॥
